ServerName,StartDrive,DriveCount,Path
wfwdc2exch03,3,13,"E:\Mountpoints\DC1DB1,E:\Mountpoints\DC1DB2,E:\Mountpoints\DC1DB3,E:\Mountpoints\DC1DB4,E:\Mountpoints\DC1DB5,E:\Mountpoints\DC1DB6,E:\Mountpoints\DC1DB7,E:\Mountpoints\DC1DB8,E:\Mountpoints\DC1DB9,E:\Mountpoints\DC1DB10,E:\Mountpoints\DC2Logs"
